id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
328271,Male,54,1,28.0,0,1-2 Year,Yes,32792.0,124.0,162,1
169487,Female,35,1,47.0,0,1-2 Year,No,35165.0,152.0,53,0
358624,Female,50,1,9.0,0,1-2 Year,Yes,28591.0,26.0,216,1
126758,Female,24,1,18.0,1,< 1 Year,No,31044.0,152.0,262,0
2982,Male,56,1,29.0,0,> 2 Years,Yes,2630.0,124.0,121,1
111523,Male,52,1,28.0,0,1-2 Year,Yes,36643.0,124.0,134,1
52974,Male,43,1,28.0,0,1-2 Year,Yes,49725.0,124.0,245,1
351095,Female,26,1,11.0,1,< 1 Year,No,27201.0,152.0,98,0
351475,Male,34,1,50.0,0,1-2 Year,Yes,2630.0,152.0,165,0
32791,Male,40,1,28.0,0,1-2 Year,Yes,54644.0,124.0,77,0
162882,Female,39,1,45.0,0,1-2 Year,Yes,28668.0,26.0,164,1
217207,Female,23,1,36.0,0,< 1 Year,Yes,2630.0,152.0,92,0
207052,Female,24,1,15.0,0,< 1 Year,Yes,24053.0,152.0,278,0
348622,Male,47,1,14.0,1,1-2 Year,No,37969.0,124.0,163,0
67194,Female,22,1,15.0,0,< 1 Year,Yes,33414.0,152.0,243,0
206652,Male,50,1,31.0,1,1-2 Year,No,2630.0,124.0,133,0
235130,Male,51,1,17.0,1,1-2 Year,No,68850.0,30.0,137,0
157189,Male,53,1,28.0,0,1-2 Year,Yes,42348.0,124.0,94,0
130545,Male,30,1,28.0,0,< 1 Year,Yes,24407.0,152.0,75,0
136939,Female,34,1,28.0,0,1-2 Year,Yes,38838.0,122.0,124,0
287074,Female,39,1,29.0,0,1-2 Year,Yes,25947.0,124.0,28,1
369159,Male,39,1,28.0,0,> 2 Years,Yes,49262.0,124.0,187,1
344006,Female,38,1,9.0,0,1-2 Year,Yes,33877.0,156.0,211,1
159109,Female,29,1,28.0,1,< 1 Year,No,39342.0,152.0,288,0
81114,Male,36,1,9.0,1,1-2 Year,No,19711.0,152.0,116,0
152436,Female,23,1,19.0,0,< 1 Year,Yes,28981.0,151.0,29,1
2700,Male,31,1,12.0,0,< 1 Year,Yes,2630.0,156.0,95,0
283758,Female,22,1,21.0,0,< 1 Year,Yes,31822.0,152.0,182,0
183180,Male,32,1,12.0,1,< 1 Year,No,2630.0,160.0,223,0
50000,Male,53,1,41.0,0,1-2 Year,Yes,23088.0,26.0,81,1
298293,Female,36,1,17.0,1,1-2 Year,No,20544.0,152.0,149,0
331822,Female,27,1,21.0,1,< 1 Year,No,22014.0,152.0,242,0
189164,Male,54,1,28.0,0,1-2 Year,Yes,34731.0,150.0,270,0
325851,Male,40,1,7.0,0,1-2 Year,Yes,2630.0,26.0,59,1
179679,Male,24,1,21.0,1,< 1 Year,No,24852.0,152.0,102,0
223758,Female,30,1,3.0,0,1-2 Year,Yes,18608.0,26.0,149,1
278807,Male,31,1,25.0,1,1-2 Year,No,46937.0,124.0,101,0
233378,Male,53,1,28.0,0,1-2 Year,Yes,26323.0,139.0,58,1
97780,Male,31,1,28.0,0,1-2 Year,Yes,34686.0,26.0,246,1
276296,Male,27,1,7.0,0,1-2 Year,Yes,38651.0,155.0,277,1
39431,Male,49,1,8.0,0,> 2 Years,Yes,39447.0,124.0,16,1
39905,Male,43,1,28.0,0,1-2 Year,Yes,55862.0,26.0,205,0
68754,Female,21,1,30.0,0,< 1 Year,Yes,29074.0,156.0,205,1
294672,Male,44,1,28.0,1,1-2 Year,No,53806.0,124.0,74,0
52157,Male,41,1,35.0,0,1-2 Year,Yes,2630.0,124.0,30,1
8543,Female,39,1,41.0,0,1-2 Year,Yes,2630.0,157.0,193,1
50117,Male,49,1,33.0,1,1-2 Year,No,2630.0,26.0,129,0
302933,Female,25,1,19.0,0,1-2 Year,Yes,2630.0,156.0,128,0
312459,Female,50,1,41.0,0,1-2 Year,Yes,46614.0,136.0,132,1
241020,Female,22,1,37.0,0,< 1 Year,No,38727.0,152.0,102,0
264461,Female,62,1,8.0,0,1-2 Year,Yes,39115.0,26.0,151,1
276207,Male,63,1,28.0,0,1-2 Year,Yes,55744.0,26.0,102,1
261125,Male,48,1,29.0,0,> 2 Years,Yes,31517.0,26.0,179,1
286931,Male,50,1,28.0,0,1-2 Year,Yes,62377.0,26.0,209,1
46641,Male,62,1,30.0,0,1-2 Year,Yes,2630.0,152.0,58,0
292164,Female,57,1,28.0,0,> 2 Years,Yes,35443.0,26.0,25,1
163806,Male,65,1,28.0,0,1-2 Year,No,33146.0,26.0,102,0
156003,Female,34,1,45.0,0,1-2 Year,Yes,34448.0,124.0,163,1
188007,Female,26,1,18.0,1,< 1 Year,No,62671.0,152.0,205,0
199631,Male,30,1,28.0,0,< 1 Year,Yes,38996.0,124.0,75,1
33528,Female,63,1,28.0,0,1-2 Year,Yes,20652.0,26.0,288,0
224973,Female,25,1,4.0,1,< 1 Year,No,2630.0,152.0,278,0
96336,Male,45,1,14.0,0,1-2 Year,Yes,2630.0,157.0,246,1
371490,Male,73,1,8.0,0,1-2 Year,Yes,49052.0,26.0,63,0
195628,Male,35,1,11.0,0,1-2 Year,Yes,2630.0,157.0,48,1
90444,Female,30,1,46.0,1,< 1 Year,No,38400.0,152.0,168,0
59541,Male,34,1,15.0,0,1-2 Year,Yes,35208.0,124.0,101,1
284249,Female,34,1,8.0,0,1-2 Year,Yes,2630.0,156.0,64,1
380404,Female,40,1,28.0,0,1-2 Year,Yes,32643.0,124.0,259,1
112353,Male,53,1,28.0,0,1-2 Year,Yes,58158.0,122.0,265,0
177372,Female,26,1,5.0,0,< 1 Year,Yes,31420.0,152.0,96,1
110707,Female,48,1,28.0,0,1-2 Year,Yes,57553.0,26.0,193,1
212732,Male,54,1,6.0,0,1-2 Year,Yes,31160.0,124.0,36,1
234126,Male,40,1,48.0,0,1-2 Year,Yes,2630.0,15.0,142,1
138372,Male,23,1,43.0,0,< 1 Year,Yes,27632.0,152.0,17,0
13727,Female,20,1,47.0,0,< 1 Year,Yes,35801.0,160.0,109,0
290833,Male,33,1,28.0,0,< 1 Year,Yes,51631.0,124.0,22,0
370652,Male,59,1,28.0,1,1-2 Year,No,44014.0,24.0,11,0
229511,Male,31,1,6.0,0,< 1 Year,No,2630.0,152.0,265,1
88509,Male,47,1,36.0,0,1-2 Year,Yes,40018.0,26.0,218,1
334213,Male,60,1,8.0,0,> 2 Years,Yes,45562.0,26.0,45,1
251233,Female,31,1,8.0,0,1-2 Year,Yes,2630.0,156.0,215,1
186800,Male,21,1,28.0,0,< 1 Year,Yes,23934.0,152.0,258,1
370467,Female,26,1,29.0,1,< 1 Year,No,24955.0,152.0,170,0
45039,Male,26,1,28.0,0,< 1 Year,Yes,53544.0,152.0,150,0
174344,Female,32,1,46.0,1,< 1 Year,No,23548.0,160.0,290,0
358690,Female,41,1,17.0,0,1-2 Year,Yes,32377.0,124.0,289,1
4715,Female,44,1,28.0,0,1-2 Year,Yes,35924.0,124.0,292,0
85648,Male,47,1,28.0,0,1-2 Year,Yes,43183.0,26.0,245,1
17608,Male,47,1,37.0,0,1-2 Year,Yes,25673.0,124.0,194,1
261996,Male,21,1,46.0,0,< 1 Year,No,33636.0,152.0,142,0
339615,Male,35,1,29.0,0,1-2 Year,Yes,47729.0,124.0,266,1
120458,Female,45,1,28.0,0,1-2 Year,Yes,55302.0,29.0,137,0
144113,Male,40,1,0.0,0,1-2 Year,Yes,45905.0,26.0,126,1
218396,Male,31,1,8.0,0,< 1 Year,Yes,51746.0,124.0,159,0
326405,Male,35,1,49.0,0,1-2 Year,Yes,2630.0,163.0,202,1
177473,Female,65,1,28.0,0,1-2 Year,Yes,53932.0,26.0,273,1
89138,Male,30,1,3.0,0,1-2 Year,Yes,2630.0,156.0,274,0
274369,Female,76,1,28.0,1,1-2 Year,No,51848.0,26.0,145,0
47823,Male,43,1,28.0,0,1-2 Year,Yes,47381.0,124.0,207,1
364727,Male,25,1,15.0,0,< 1 Year,Yes,35118.0,160.0,165,0
372244,Male,62,1,37.0,0,1-2 Year,No,40794.0,124.0,122,0
347733,Male,61,1,28.0,0,1-2 Year,Yes,43419.0,26.0,252,1
367051,Female,28,1,37.0,0,< 1 Year,Yes,24113.0,152.0,234,1
340005,Female,24,1,3.0,0,1-2 Year,Yes,27905.0,124.0,246,1
108368,Male,24,1,27.0,0,< 1 Year,Yes,26260.0,152.0,30,1
32136,Male,36,1,41.0,0,1-2 Year,Yes,2630.0,157.0,281,1
107208,Male,34,1,16.0,0,> 2 Years,Yes,2630.0,26.0,39,1
336876,Female,25,1,41.0,0,< 1 Year,Yes,42901.0,153.0,169,1
187857,Male,60,1,28.0,0,1-2 Year,Yes,48893.0,26.0,284,0
103013,Male,23,1,28.0,1,< 1 Year,No,33606.0,152.0,96,0
111431,Female,24,1,6.0,1,< 1 Year,No,26805.0,152.0,183,0
186026,Male,44,1,28.0,0,1-2 Year,Yes,47842.0,52.0,210,1
375588,Male,42,1,28.0,0,1-2 Year,Yes,54447.0,26.0,262,1
337391,Female,46,1,28.0,0,1-2 Year,Yes,34263.0,26.0,132,0
111650,Male,25,1,24.0,0,< 1 Year,Yes,28187.0,152.0,286,0
73259,Male,30,1,15.0,0,< 1 Year,Yes,2630.0,124.0,45,1
142798,Male,72,1,28.0,1,1-2 Year,No,48805.0,124.0,171,0
238172,Female,22,1,8.0,1,< 1 Year,No,35590.0,152.0,106,0
241288,Female,44,1,24.0,0,1-2 Year,Yes,27813.0,124.0,269,0
194063,Male,55,1,29.0,1,1-2 Year,No,33643.0,26.0,190,0
75568,Female,44,1,28.0,0,1-2 Year,Yes,44293.0,26.0,17,1
346662,Female,23,1,9.0,1,< 1 Year,No,43458.0,152.0,105,0
172182,Female,20,1,47.0,1,< 1 Year,No,2630.0,160.0,218,0
341418,Male,28,1,28.0,0,< 1 Year,Yes,53823.0,152.0,234,0
163842,Male,55,1,28.0,0,1-2 Year,Yes,51728.0,26.0,279,1
249348,Male,46,1,28.0,1,1-2 Year,No,27197.0,26.0,117,0
44157,Male,52,1,28.0,0,1-2 Year,Yes,2630.0,26.0,148,1
120144,Male,30,1,50.0,0,1-2 Year,Yes,38601.0,124.0,26,1
199590,Male,50,1,28.0,1,1-2 Year,No,29258.0,124.0,77,0
83697,Male,53,1,28.0,0,> 2 Years,Yes,35874.0,124.0,268,1
294575,Female,64,1,1.0,0,1-2 Year,Yes,2630.0,26.0,179,1
160997,Female,41,1,8.0,0,1-2 Year,No,45265.0,124.0,18,0
83948,Female,27,1,28.0,1,< 1 Year,No,30175.0,152.0,80,0
334319,Female,39,1,28.0,0,1-2 Year,Yes,68700.0,124.0,31,1
239422,Female,49,1,28.0,0,1-2 Year,Yes,38618.0,26.0,214,1
373595,Male,21,1,7.0,0,< 1 Year,Yes,31087.0,154.0,252,1
377063,Female,50,1,0.0,0,1-2 Year,No,2630.0,91.0,24,0
4997,Male,44,1,10.0,0,1-2 Year,Yes,27438.0,124.0,208,1
22905,Male,40,1,11.0,0,1-2 Year,Yes,35791.0,124.0,24,1
335952,Male,20,1,9.0,0,< 1 Year,Yes,32616.0,160.0,33,0
351364,Male,74,1,28.0,0,1-2 Year,Yes,2630.0,25.0,98,1
85217,Male,46,1,28.0,0,1-2 Year,Yes,32174.0,4.0,94,1
37848,Male,46,1,28.0,0,1-2 Year,Yes,38118.0,26.0,107,1
372625,Male,25,1,28.0,0,< 1 Year,Yes,48134.0,152.0,144,1
255339,Male,61,1,46.0,0,1-2 Year,Yes,2630.0,26.0,11,1
133739,Male,45,1,0.0,0,> 2 Years,Yes,2630.0,25.0,93,1
287296,Female,55,1,15.0,0,> 2 Years,Yes,22758.0,124.0,117,0
201878,Male,57,1,49.0,0,1-2 Year,Yes,2630.0,25.0,106,1
268518,Female,25,1,29.0,0,1-2 Year,Yes,2630.0,156.0,145,0
266874,Male,22,1,50.0,0,< 1 Year,Yes,2630.0,124.0,285,0
200628,Male,22,1,33.0,0,< 1 Year,Yes,2630.0,124.0,182,1
170897,Female,22,1,38.0,0,1-2 Year,Yes,45094.0,124.0,153,1
273800,Male,51,1,28.0,0,1-2 Year,Yes,33300.0,124.0,77,0
118310,Female,21,1,36.0,1,< 1 Year,No,34788.0,160.0,272,0
115757,Male,47,1,8.0,1,1-2 Year,No,2630.0,124.0,37,0
103277,Male,44,1,28.0,0,1-2 Year,Yes,2630.0,25.0,108,0
195687,Male,58,1,9.0,0,1-2 Year,Yes,33083.0,124.0,27,0
332075,Female,24,1,28.0,0,1-2 Year,Yes,2630.0,124.0,189,0
254746,Female,55,1,28.0,0,1-2 Year,No,2630.0,122.0,174,0
317176,Female,24,1,36.0,1,< 1 Year,No,26735.0,152.0,188,0
299741,Female,56,1,28.0,0,> 2 Years,Yes,39888.0,4.0,212,1
256959,Female,42,1,30.0,1,1-2 Year,No,53585.0,152.0,47,0
70533,Female,58,1,28.0,0,1-2 Year,Yes,22054.0,122.0,112,1
1307,Female,56,1,28.0,0,> 2 Years,Yes,47123.0,26.0,56,1
154120,Male,24,1,41.0,1,< 1 Year,No,28543.0,152.0,206,0
138992,Female,22,1,34.0,0,< 1 Year,Yes,2630.0,152.0,288,1
5270,Male,60,1,28.0,0,1-2 Year,Yes,27721.0,26.0,64,1
179584,Female,24,1,45.0,1,< 1 Year,No,22101.0,152.0,218,0
304630,Male,48,1,28.0,0,1-2 Year,Yes,43986.0,122.0,130,1
5179,Female,33,1,41.0,1,< 1 Year,No,26351.0,152.0,251,0
82910,Female,23,1,11.0,1,< 1 Year,No,26699.0,152.0,171,0
368856,Female,29,1,21.0,0,< 1 Year,Yes,2630.0,156.0,124,0
77191,Male,33,1,41.0,0,1-2 Year,Yes,26434.0,26.0,148,1
340694,Female,63,1,28.0,0,1-2 Year,Yes,2630.0,26.0,270,1
99351,Female,32,1,39.0,0,1-2 Year,Yes,31622.0,26.0,249,1
199162,Male,28,1,28.0,1,< 1 Year,No,37294.0,152.0,194,0
281249,Male,45,1,30.0,0,1-2 Year,Yes,39015.0,140.0,251,1
144126,Male,44,1,28.0,0,1-2 Year,Yes,47026.0,26.0,97,1
1048,Female,50,1,11.0,0,1-2 Year,Yes,35427.0,124.0,237,1
143084,Male,39,1,10.0,0,1-2 Year,Yes,29217.0,26.0,172,1
174255,Female,39,1,28.0,0,1-2 Year,Yes,42519.0,124.0,100,1
52106,Female,57,1,28.0,0,> 2 Years,Yes,54522.0,26.0,213,0
237605,Male,58,1,28.0,0,1-2 Year,Yes,35727.0,26.0,160,1
232412,Female,24,1,29.0,1,< 1 Year,No,2630.0,152.0,245,0
361468,Female,36,1,46.0,0,1-2 Year,Yes,23447.0,31.0,175,1
283823,Female,31,1,10.0,1,< 1 Year,No,18735.0,152.0,188,0
62997,Female,23,1,8.0,1,< 1 Year,No,41833.0,152.0,122,0
302583,Male,24,1,30.0,1,< 1 Year,No,26775.0,152.0,184,0
140815,Male,39,1,38.0,0,1-2 Year,Yes,30466.0,26.0,36,0
127660,Female,37,1,28.0,0,1-2 Year,Yes,38837.0,124.0,218,1
38920,Female,27,1,14.0,1,< 1 Year,No,17894.0,152.0,57,0
227453,Male,24,1,30.0,1,< 1 Year,No,36060.0,152.0,23,0
228773,Male,40,1,33.0,0,1-2 Year,Yes,35118.0,124.0,241,1
144737,Male,30,1,28.0,0,< 1 Year,Yes,53049.0,154.0,60,1
287835,Male,57,1,28.0,1,1-2 Year,No,54465.0,52.0,51,0
308828,Male,25,1,41.0,1,< 1 Year,No,2630.0,152.0,28,0
325503,Male,23,1,6.0,1,< 1 Year,No,17200.0,152.0,58,0
236190,Male,38,1,33.0,0,1-2 Year,Yes,34133.0,157.0,187,0
38897,Female,22,1,28.0,0,1-2 Year,Yes,31662.0,122.0,196,0
83424,Female,46,1,28.0,0,1-2 Year,No,29615.0,26.0,41,0
138570,Male,30,1,28.0,1,< 1 Year,No,34422.0,152.0,119,0
122227,Male,47,1,28.0,0,1-2 Year,Yes,36357.0,26.0,114,1
171941,Female,56,1,28.0,0,1-2 Year,Yes,42493.0,124.0,216,1
207144,Male,26,1,15.0,0,< 1 Year,Yes,28854.0,152.0,51,0
343388,Male,31,1,3.0,0,1-2 Year,Yes,28301.0,124.0,172,1
93343,Female,23,1,11.0,1,< 1 Year,No,30754.0,152.0,157,0
232806,Male,40,1,18.0,0,1-2 Year,Yes,2630.0,156.0,274,1
133966,Male,28,1,30.0,0,< 1 Year,Yes,31125.0,154.0,39,1
236903,Male,24,1,8.0,0,< 1 Year,Yes,54004.0,152.0,278,1
342554,Female,64,1,28.0,0,> 2 Years,Yes,44369.0,124.0,16,0
134992,Female,34,1,6.0,1,1-2 Year,No,21054.0,124.0,22,0
374872,Female,25,1,45.0,1,< 1 Year,No,28116.0,152.0,245,0
41073,Male,32,1,28.0,1,< 1 Year,No,62388.0,152.0,166,0
150402,Female,43,1,28.0,0,1-2 Year,Yes,36805.0,52.0,51,0
72244,Male,28,1,28.0,0,< 1 Year,Yes,42948.0,124.0,56,0
263386,Male,69,1,39.0,0,1-2 Year,Yes,27007.0,26.0,84,0
145727,Female,35,1,35.0,0,1-2 Year,Yes,21822.0,156.0,242,1
52671,Male,67,1,41.0,0,> 2 Years,Yes,24240.0,26.0,43,0
364637,Female,67,0,47.0,0,1-2 Year,Yes,29840.0,124.0,94,0
334072,Male,66,1,6.0,0,1-2 Year,Yes,2630.0,156.0,65,1
373614,Male,33,1,8.0,0,1-2 Year,Yes,39020.0,163.0,10,1
35235,Male,23,1,46.0,1,< 1 Year,No,23350.0,152.0,151,0
74992,Male,51,1,47.0,0,1-2 Year,Yes,25507.0,4.0,191,0
86713,Male,71,1,28.0,0,1-2 Year,Yes,42442.0,13.0,54,0
349739,Female,27,1,28.0,0,< 1 Year,No,2630.0,156.0,122,1
69744,Female,72,1,28.0,1,1-2 Year,No,126410.0,26.0,281,0
38703,Male,45,1,11.0,1,1-2 Year,No,27746.0,26.0,243,0
82125,Female,24,1,8.0,1,< 1 Year,No,34099.0,152.0,121,0
101995,Female,50,1,48.0,0,1-2 Year,Yes,2630.0,124.0,51,1
82318,Male,33,1,28.0,0,1-2 Year,Yes,46229.0,122.0,150,1
44635,Male,45,1,28.0,0,1-2 Year,Yes,65358.0,26.0,116,0
208769,Male,50,1,28.0,0,> 2 Years,Yes,26649.0,124.0,139,1
322360,Male,46,1,29.0,0,1-2 Year,No,38582.0,135.0,148,0
256886,Female,47,1,8.0,0,1-2 Year,Yes,33398.0,26.0,286,1
193698,Female,22,1,12.0,1,< 1 Year,No,23407.0,152.0,56,0
97234,Male,48,1,28.0,0,1-2 Year,Yes,2630.0,26.0,19,0
48475,Female,43,1,28.0,0,1-2 Year,Yes,41079.0,26.0,154,0
173892,Female,21,1,12.0,0,< 1 Year,Yes,2630.0,160.0,72,0
109810,Female,21,1,11.0,1,< 1 Year,No,28140.0,152.0,89,0
345060,Female,27,1,8.0,1,< 1 Year,No,31059.0,152.0,47,0
110668,Male,38,1,46.0,0,1-2 Year,Yes,28314.0,26.0,78,1
186263,Female,22,1,14.0,0,< 1 Year,Yes,42430.0,152.0,67,1
115808,Male,67,1,28.0,0,> 2 Years,Yes,25170.0,122.0,66,1
129173,Female,55,1,28.0,0,> 2 Years,Yes,36649.0,124.0,262,1
248049,Male,45,1,30.0,0,1-2 Year,Yes,36057.0,124.0,107,1
373207,Male,24,1,36.0,1,< 1 Year,No,56992.0,152.0,288,0
66279,Female,30,1,46.0,0,1-2 Year,Yes,2630.0,157.0,281,0
360397,Male,47,1,28.0,0,1-2 Year,Yes,33162.0,26.0,258,1
196295,Male,26,1,14.0,1,< 1 Year,No,47131.0,152.0,237,0
63787,Female,62,1,28.0,0,1-2 Year,Yes,27289.0,4.0,34,1
43518,Male,32,1,3.0,0,< 1 Year,Yes,2630.0,152.0,32,1
310234,Male,58,1,46.0,0,1-2 Year,Yes,2630.0,26.0,52,1
229592,Female,24,1,3.0,1,< 1 Year,No,25856.0,152.0,153,0
380081,Female,40,1,28.0,0,> 2 Years,Yes,51723.0,150.0,26,0
145323,Male,21,1,11.0,0,1-2 Year,Yes,25004.0,157.0,64,1
270069,Female,78,1,37.0,0,1-2 Year,Yes,38723.0,26.0,299,1
306898,Male,27,1,28.0,0,< 1 Year,Yes,27507.0,152.0,299,1
374311,Male,47,1,30.0,0,1-2 Year,Yes,30338.0,26.0,223,1
151224,Female,47,1,28.0,0,1-2 Year,Yes,38672.0,124.0,297,1
282839,Female,21,1,15.0,1,< 1 Year,No,37661.0,152.0,183,0
131584,Female,47,1,8.0,0,1-2 Year,Yes,39818.0,7.0,111,1
39358,Female,23,1,28.0,1,< 1 Year,No,48357.0,153.0,291,0
30740,Male,28,1,36.0,0,< 1 Year,Yes,31195.0,152.0,74,0
258845,Male,47,1,32.0,0,1-2 Year,Yes,30190.0,26.0,162,1
370579,Male,69,1,28.0,0,1-2 Year,Yes,33051.0,26.0,100,1
174000,Female,49,1,48.0,0,1-2 Year,Yes,2630.0,124.0,256,0
304839,Male,24,1,29.0,1,< 1 Year,No,32162.0,152.0,145,0
39393,Female,23,1,32.0,1,< 1 Year,No,2630.0,152.0,251,0
117157,Female,79,1,28.0,0,> 2 Years,Yes,48825.0,122.0,133,0
237566,Female,22,1,15.0,0,< 1 Year,Yes,2630.0,160.0,131,0
182370,Female,27,1,36.0,1,< 1 Year,No,31716.0,152.0,16,0
265387,Male,62,1,28.0,0,> 2 Years,Yes,42660.0,124.0,125,0
75800,Female,20,1,36.0,1,< 1 Year,No,36035.0,160.0,117,0
271713,Female,31,1,46.0,0,1-2 Year,Yes,25432.0,124.0,50,1
189467,Female,47,1,28.0,0,> 2 Years,Yes,2630.0,26.0,175,0
342085,Female,24,1,11.0,0,< 1 Year,Yes,25342.0,163.0,96,0
46007,Female,25,1,11.0,1,< 1 Year,No,28300.0,152.0,204,0
184014,Male,52,1,10.0,0,1-2 Year,Yes,2630.0,124.0,79,1
165296,Male,44,1,20.0,0,1-2 Year,Yes,2630.0,157.0,263,1
349029,Female,38,1,47.0,0,1-2 Year,Yes,27549.0,124.0,85,1
104304,Male,50,1,3.0,0,1-2 Year,Yes,27379.0,157.0,227,0
195481,Female,49,1,28.0,0,1-2 Year,Yes,25280.0,26.0,149,1
6665,Male,21,1,8.0,1,< 1 Year,No,52219.0,160.0,253,0
41271,Female,43,1,28.0,0,1-2 Year,Yes,34987.0,26.0,61,1
177229,Female,44,1,50.0,0,1-2 Year,Yes,33776.0,8.0,286,0
267711,Male,69,1,33.0,0,1-2 Year,Yes,42695.0,124.0,135,0
208739,Male,40,1,43.0,0,1-2 Year,Yes,2630.0,157.0,281,1
172600,Male,25,1,11.0,1,< 1 Year,No,33430.0,152.0,95,0
200739,Male,41,1,28.0,0,1-2 Year,Yes,26640.0,26.0,35,0
178528,Female,38,1,28.0,0,1-2 Year,Yes,46709.0,26.0,230,1
221151,Male,58,1,28.0,0,> 2 Years,Yes,29639.0,26.0,75,1
67911,Female,47,1,5.0,1,1-2 Year,No,27874.0,152.0,54,0
201834,Female,50,1,28.0,0,1-2 Year,Yes,43858.0,26.0,11,1
300629,Female,42,1,28.0,0,> 2 Years,Yes,45007.0,26.0,83,0
78700,Male,44,1,30.0,0,1-2 Year,Yes,35819.0,156.0,210,1
95335,Male,21,1,28.0,0,< 1 Year,Yes,35031.0,152.0,224,0
360722,Female,46,1,24.0,0,1-2 Year,Yes,48539.0,26.0,289,1
156342,Female,68,1,28.0,0,1-2 Year,Yes,43657.0,26.0,216,1
253084,Male,25,1,24.0,1,< 1 Year,No,31931.0,152.0,16,0
359748,Female,76,1,28.0,1,1-2 Year,No,41925.0,124.0,48,0
255975,Female,27,1,28.0,0,< 1 Year,Yes,65215.0,152.0,187,1
300955,Male,32,1,28.0,0,1-2 Year,Yes,43733.0,26.0,171,1
232232,Male,48,1,29.0,0,1-2 Year,Yes,42946.0,124.0,232,1
267870,Male,67,1,22.0,1,1-2 Year,Yes,23914.0,30.0,39,0
147895,Female,26,1,6.0,1,1-2 Year,No,37423.0,26.0,66,0
344619,Male,76,1,28.0,0,> 2 Years,Yes,70217.0,122.0,85,1
81296,Female,43,1,28.0,0,1-2 Year,Yes,46475.0,26.0,83,1
349724,Female,44,1,8.0,0,1-2 Year,Yes,28873.0,124.0,79,1
40024,Male,55,1,29.0,0,1-2 Year,Yes,88883.0,26.0,193,1
329418,Female,36,1,33.0,0,1-2 Year,Yes,31313.0,154.0,199,1
132487,Male,38,1,47.0,0,1-2 Year,Yes,28292.0,16.0,12,0
121110,Female,24,1,29.0,1,< 1 Year,No,56889.0,152.0,184,0
167394,Male,37,1,41.0,0,1-2 Year,Yes,27196.0,154.0,42,1
315787,Female,30,1,3.0,0,1-2 Year,Yes,29519.0,155.0,35,1
11306,Male,40,1,28.0,0,> 2 Years,Yes,48915.0,163.0,269,1
218555,Female,24,1,36.0,1,< 1 Year,No,31789.0,152.0,190,0
378288,Female,23,1,30.0,1,< 1 Year,No,23643.0,152.0,86,0
67131,Male,57,1,12.0,0,1-2 Year,Yes,2630.0,26.0,69,1
276126,Male,23,1,15.0,0,< 1 Year,Yes,39937.0,26.0,176,0
348462,Female,24,1,30.0,1,< 1 Year,No,40681.0,152.0,15,0
25990,Male,27,1,45.0,1,< 1 Year,No,22447.0,152.0,191,0
116159,Female,42,1,36.0,0,1-2 Year,Yes,28146.0,124.0,288,1
110526,Male,42,1,16.0,0,1-2 Year,Yes,2630.0,26.0,40,1
228720,Male,47,1,28.0,0,1-2 Year,Yes,2630.0,124.0,81,0
95220,Male,77,1,8.0,0,> 2 Years,Yes,34901.0,26.0,177,0
209247,Male,24,1,10.0,1,< 1 Year,No,2630.0,152.0,113,0
373835,Female,20,1,17.0,0,< 1 Year,Yes,33576.0,160.0,177,0
266865,Female,25,1,29.0,1,< 1 Year,No,46334.0,152.0,53,0
23266,Male,52,1,8.0,0,1-2 Year,Yes,42385.0,26.0,197,1
81778,Male,23,1,8.0,1,< 1 Year,No,27672.0,152.0,271,0
47031,Female,37,1,14.0,0,1-2 Year,Yes,34433.0,157.0,240,1
106763,Female,38,1,28.0,0,1-2 Year,Yes,38425.0,124.0,186,1
229613,Female,23,1,15.0,0,< 1 Year,Yes,28020.0,152.0,298,0
45225,Male,46,1,28.0,0,1-2 Year,Yes,37328.0,155.0,41,1
55690,Male,36,1,43.0,0,1-2 Year,Yes,34253.0,156.0,238,0
159310,Male,75,1,28.0,1,1-2 Year,Yes,71336.0,25.0,55,0
34506,Male,80,1,15.0,1,1-2 Year,No,43900.0,26.0,225,0
39097,Male,49,1,15.0,0,1-2 Year,Yes,33956.0,14.0,121,1
280841,Male,42,1,48.0,0,1-2 Year,Yes,2630.0,154.0,257,1
135007,Female,39,1,46.0,0,1-2 Year,No,30252.0,26.0,188,0
368689,Male,39,1,28.0,0,1-2 Year,Yes,55704.0,124.0,267,1
38872,Male,47,1,33.0,0,1-2 Year,Yes,31079.0,26.0,120,1
187981,Male,76,1,28.0,1,1-2 Year,No,52954.0,13.0,128,0
189272,Female,45,1,39.0,1,1-2 Year,No,43508.0,124.0,177,0
243923,Male,24,1,47.0,1,< 1 Year,No,33527.0,151.0,288,0
314393,Female,22,1,8.0,0,< 1 Year,Yes,31250.0,152.0,90,0
71970,Male,44,1,28.0,0,1-2 Year,Yes,43864.0,122.0,128,1
174363,Female,26,1,13.0,0,< 1 Year,Yes,21576.0,152.0,38,0
360152,Female,49,1,8.0,0,1-2 Year,Yes,30446.0,7.0,290,1
147967,Female,35,1,28.0,0,1-2 Year,Yes,34761.0,31.0,136,1
365381,Male,51,1,28.0,0,> 2 Years,Yes,47911.0,26.0,143,0
237973,Female,33,1,11.0,0,1-2 Year,Yes,2630.0,163.0,176,1
